CookerStat, GenerateAssetRegistry=222.092590, Initialize=222.585663, GetCookedIniVersionStrings=0.029139, CacheIniVersionStringsMap=0.004802, GetCurrentIniVersionStrings=15.237931, IniSettingsOutOfDate=45.679535, InitializeSandbox=22.148487, SavingAssetRegistry=130.718781, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, AllOfLoadPackage_Duration=0.721384ms, AllOfLoadPackage_HitCount=8, ResolveRedirectors_Duration=544.420723ms, ResolveRedirectors_HitCount=8, CacheForCookedPlatformData_Duration=0.781894ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=5.103748ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=15.849784ms, SavePackageCacheForCookedPlatformData_HitCount=155, SaveCookedPackage_Duration=650.562096ms, SaveCookedPackage_HitCount=154, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_0, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Thumb.uasset, FlushAsyncLoading=0.008006, FlushStreamingFunc=0.001598, BlockTillAllRequestsFinished=0.020493, ResetLoadersForSaveUnMarkAllObjects=0.259351, TagPackageExports=0.024334, BeginCacheForCookedPlatformData=0.001922, SerializeImports=0.041306, GatherLocalizableTextData=0.001598, MarkNames=0.003524, SerializeSummary=0.010565, SerializeNames=0.020813, SerializeGatherableTextData=0.000961, BuildExportMap=0.011206, SortExportsNonSeekfree=0.003200, SortExportsSeekfreeConstructor=0.060197, SortExportsSeekfreeInner=0.116225, SortExportsSeekfree=0.000641, BuildDependencyMap=0.006724, SerializeImportMap=0.002559, SerializeExportMap=0.000961, SerializeDependencyMap=0.000961, SerializeStringAssetReferenceMap=0.000961, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009608, SerializeExports=0.033297, SerializeBulkData=0.008646, AsyncWrite=0.060197, UnaccountedTime=0.123911, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Props/MaterialSphere.uasset, AllOfLoadPackage_Duration=2.175014ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001602ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003841ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.072040ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022095ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.235150ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_298, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Props/MaterialSphere.uasset, FlushAsyncLoading=0.005443, FlushStreamingFunc=0.001281, BlockTillAllRequestsFinished=0.002243, ResetLoadersForSaveUnMarkAllObjects=0.215162, TagPackageExports=0.066597, BeginCacheForCookedPlatformData=0.003524, SerializeImports=0.051867, GatherLocalizableTextData=0.001602, MarkNames=0.003841, SerializeSummary=0.007685, SerializeNames=0.023693, SerializeGatherableTextData=0.000961, BuildExportMap=0.012487, SortExportsNonSeekfree=0.005443, SortExportsSeekfreeConstructor=0.006404, SortExportsSeekfreeInner=0.554241, SortExportsSeekfree=0.001922, BuildDependencyMap=0.007045, SerializeImportMap=0.002559, SerializeExportMap=0.001602, SerializeDependencyMap=0.001281, SerializeStringAssetReferenceMap=0.000957, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010248, SerializeExports=0.070762, SerializeBulkData=0.003841, AsyncWrite=0.180904, UnaccountedTime=0.170980, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_Spark.uasset, AllOfLoadPackage_Duration=7.138528ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001281ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008002ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050269ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.024334ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.603362ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_299, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_Spark.uasset, FlushAsyncLoading=0.003841, FlushStreamingFunc=0.001281, BlockTillAllRequestsFinished=0.001922, ResetLoadersForSaveUnMarkAllObjects=0.170980, TagPackageExports=0.198834, BeginCacheForCookedPlatformData=0.003200, SerializeImports=0.246223, GatherLocalizableTextData=0.001281, MarkNames=0.003841, SerializeSummary=0.007045, SerializeNames=0.046428, SerializeGatherableTextData=0.000641, BuildExportMap=0.014089, SortExportsNonSeekfree=0.011206, SortExportsSeekfreeConstructor=0.005763, SortExportsSeekfreeInner=0.572491, SortExportsSeekfree=0.001919, BuildDependencyMap=0.009928, SerializeImportMap=0.003841, SerializeExportMap=0.001922, SerializeDependencyMap=0.001598, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011846, SerializeExports=0.541113, SerializeBulkData=0.006724, AsyncWrite=0.254549, UnaccountedTime=0.160091, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset, AllOfLoadPackage_Duration=15.480634ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001602ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008006ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051230ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.030100ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.034149ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_300, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset, FlushAsyncLoading=0.005443, FlushStreamingFunc=0.001281, BlockTillAllRequestsFinished=0.002559, ResetLoadersForSaveUnMarkAllObjects=0.201076, TagPackageExports=0.674631, BeginCacheForCookedPlatformData=0.009604, SerializeImports=0.748914, GatherLocalizableTextData=0.001602, MarkNames=0.006083, SerializeSummary=0.007685, SerializeNames=0.071399, SerializeGatherableTextData=0.000961, BuildExportMap=0.031378, SortExportsNonSeekfree=0.019532, SortExportsSeekfreeConstructor=0.006724, SortExportsSeekfreeInner=1.059491, SortExportsSeekfree=0.001922, BuildDependencyMap=0.009604, SerializeImportMap=0.006720, SerializeExportMap=0.004485, SerializeDependencyMap=0.001598, SerializeStringAssetReferenceMap=0.000641, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011209, SerializeExports=1.551617, SerializeBulkData=0.013128, AsyncWrite=0.582416, UnaccountedTime=0.167135, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset, AllOfLoadPackage_Duration=9.383027ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001602ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007045ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044506ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016011ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.075700ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_301, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset, FlushAsyncLoading=0.004806, FlushStreamingFunc=0.001598, BlockTillAllRequestsFinished=0.001602, ResetLoadersForSaveUnMarkAllObjects=0.124231, TagPackageExports=0.258390, BeginCacheForCookedPlatformData=0.003520, SerializeImports=0.310581, GatherLocalizableTextData=0.001281, MarkNames=0.004161, SerializeSummary=0.007365, SerializeNames=0.058275, SerializeGatherableTextData=0.000641, BuildExportMap=0.017289, SortExportsNonSeekfree=0.008963, SortExportsSeekfreeConstructor=0.006404, SortExportsSeekfreeInner=0.539515, SortExportsSeekfree=0.001278, BuildDependencyMap=0.007365, SerializeImportMap=0.001922, SerializeExportMap=0.001919, SerializeDependencyMap=0.001281, SerializeStringAssetReferenceMap=0.000961, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.006724, SerializeExports=0.474513, SerializeBulkData=0.003204, AsyncWrite=0.117190, UnaccountedTime=0.071719, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset, AllOfLoadPackage_Duration=7.348567ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.002239ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011209ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.088692ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.025932ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.132693ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_302, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset, FlushAsyncLoading=0.004165, FlushStreamingFunc=0.001278, BlockTillAllRequestsFinished=0.002243, ResetLoadersForSaveUnMarkAllObjects=0.139922, TagPackageExports=0.254545, BeginCacheForCookedPlatformData=0.003204, SerializeImports=0.308018, GatherLocalizableTextData=0.001281, MarkNames=0.004161, SerializeSummary=0.010565, SerializeNames=0.059556, SerializeGatherableTextData=0.000961, BuildExportMap=0.016969, SortExportsNonSeekfree=0.009604, SortExportsSeekfreeConstructor=0.006083, SortExportsSeekfreeInner=0.540793, SortExportsSeekfree=0.001281, BuildDependencyMap=0.007685, SerializeImportMap=0.002243, SerializeExportMap=0.001602, SerializeDependencyMap=0.000961, SerializeStringAssetReferenceMap=0.000961, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.006724, SerializeExports=0.458825, SerializeBulkData=0.003200, AsyncWrite=0.091251, UnaccountedTime=0.075564, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset, AllOfLoadPackage_Duration=7.987019ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001281ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008322ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049628ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.019852ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.127186ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_303, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset, FlushAsyncLoading=0.005763, FlushStreamingFunc=0.001281, BlockTillAllRequestsFinished=0.001922, ResetLoadersForSaveUnMarkAllObjects=0.192750, TagPackageExports=0.353806, BeginCacheForCookedPlatformData=0.005763, SerializeImports=0.392225, GatherLocalizableTextData=0.001602, MarkNames=0.006083, SerializeSummary=0.008006, SerializeNames=0.070121, SerializeGatherableTextData=0.000637, BuildExportMap=0.037462, SortExportsNonSeekfree=0.025615, SortExportsSeekfreeConstructor=0.006724, SortExportsSeekfreeInner=0.737388, SortExportsSeekfree=0.001602, BuildDependencyMap=0.009604, SerializeImportMap=0.002883, SerializeExportMap=0.003204, SerializeDependencyMap=0.001598, SerializeStringAssetReferenceMap=0.000641, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010248, SerializeExports=0.612833, SerializeBulkData=0.003841, AsyncWrite=0.118788, UnaccountedTime=0.089649, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/m_flare_01.uasset, AllOfLoadPackage_Duration=7.598635ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001922ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009924ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.060193ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021771ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.954608ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_304, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/m_flare_01.uasset, FlushAsyncLoading=0.005763, FlushStreamingFunc=0.001278, BlockTillAllRequestsFinished=0.002243, ResetLoadersForSaveUnMarkAllObjects=0.125833, TagPackageExports=0.436734, BeginCacheForCookedPlatformData=0.007365, SerializeImports=0.405993, GatherLocalizableTextData=0.001281, MarkNames=0.006404, SerializeSummary=0.007685, SerializeNames=0.059232, SerializeGatherableTextData=0.000961, BuildExportMap=0.033300, SortExportsNonSeekfree=0.037462, SortExportsSeekfreeConstructor=0.007685, SortExportsSeekfreeInner=0.616357, SortExportsSeekfree=0.001278, BuildDependencyMap=0.011209, SerializeImportMap=0.002243, SerializeExportMap=0.003520, SerializeDependencyMap=0.001602, SerializeStringAssetReferenceMap=0.000641, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009604, SerializeExports=0.512939, SerializeBulkData=0.003841, AsyncWrite=0.216447, UnaccountedTime=0.103097, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset, AllOfLoadPackage_Duration=8.377962ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001922ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050269ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022411ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.015122ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_305, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset, FlushAsyncLoading=0.005122, FlushStreamingFunc=0.001602, BlockTillAllRequestsFinished=0.001919, ResetLoadersForSaveUnMarkAllObjects=0.196595, TagPackageExports=0.283685, BeginCacheForCookedPlatformData=0.005443, SerializeImports=0.458505, GatherLocalizableTextData=0.002880, MarkNames=0.008006, SerializeSummary=0.009928, SerializeNames=0.075880, SerializeGatherableTextData=0.000961, BuildExportMap=0.178665, SortExportsNonSeekfree=0.068840, SortExportsSeekfreeConstructor=0.011846, SortExportsSeekfreeInner=0.802703, SortExportsSeekfree=0.001922, BuildDependencyMap=0.011526, SerializeImportMap=0.002880, SerializeExportMap=0.003844, SerializeDependencyMap=0.001602, SerializeStringAssetReferenceMap=0.000961, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011846, SerializeExports=0.456262, SerializeBulkData=0.004485, AsyncWrite=0.133194, UnaccountedTime=0.091895, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset, AllOfLoadPackage_Duration=7.333200ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001278ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008006ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.062436ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.023372ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.624495ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_306, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset, FlushAsyncLoading=0.004482, FlushStreamingFunc=0.001281, BlockTillAllRequestsFinished=0.001922, ResetLoadersForSaveUnMarkAllObjects=0.136398, TagPackageExports=0.238217, BeginCacheForCookedPlatformData=0.004485, SerializeImports=0.272155, GatherLocalizableTextData=0.001922, MarkNames=0.004161, SerializeSummary=0.008326, SerializeNames=0.051230, SerializeGatherableTextData=0.000961, BuildExportMap=0.018250, SortExportsNonSeekfree=0.009924, SortExportsSeekfreeConstructor=0.006404, SortExportsSeekfreeInner=0.598747, SortExportsSeekfree=0.001602, BuildDependencyMap=0.008322, SerializeImportMap=0.002239, SerializeExportMap=0.001602, SerializeDependencyMap=0.001281, SerializeStringAssetReferenceMap=0.000641, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010245, SerializeExports=0.538554, SerializeBulkData=0.005122, AsyncWrite=0.172902, UnaccountedTime=0.162654, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset, AllOfLoadPackage_Duration=14.848266ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001602ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006724ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048667ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.036504ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.820204ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_307, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset, FlushAsyncLoading=0.004802, FlushStreamingFunc=0.001281, BlockTillAllRequestsFinished=0.001919, ResetLoadersForSaveUnMarkAllObjects=0.165217, TagPackageExports=0.843048, BeginCacheForCookedPlatformData=0.007682, SerializeImports=1.123853, GatherLocalizableTextData=0.003841, MarkNames=0.005763, SerializeSummary=0.013128, SerializeNames=0.068519, SerializeGatherableTextData=0.000961, BuildExportMap=0.018571, SortExportsNonSeekfree=0.008326, SortExportsSeekfreeConstructor=0.007361, SortExportsSeekfreeInner=1.209982, SortExportsSeekfree=0.003200, BuildDependencyMap=0.008967, SerializeImportMap=0.002239, SerializeExportMap=0.002563, SerializeDependencyMap=0.002243, SerializeStringAssetReferenceMap=0.001278, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.024337, SerializeExports=1.757815, SerializeBulkData=0.007365, AsyncWrite=0.483479, UnaccountedTime=0.116225, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/Materials/M_Burst.uasset, AllOfLoadPackage_Duration=7.820204ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001281ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.010565ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.060514ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.024009ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.004877ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_308, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/Materials/M_Burst.uasset, FlushAsyncLoading=0.005763, FlushStreamingFunc=0.001919, BlockTillAllRequestsFinished=0.002563, ResetLoadersForSaveUnMarkAllObjects=0.151448, TagPackageExports=0.279203, BeginCacheForCookedPlatformData=0.006404, SerializeImports=0.378456, GatherLocalizableTextData=0.001602, MarkNames=0.006724, SerializeSummary=0.012808, SerializeNames=0.083890, SerializeGatherableTextData=0.000957, BuildExportMap=0.040986, SortExportsNonSeekfree=0.037462, SortExportsSeekfreeConstructor=0.007045, SortExportsSeekfreeInner=0.769723, SortExportsSeekfree=0.001922, BuildDependencyMap=0.010885, SerializeImportMap=0.002563, SerializeExportMap=0.003841, SerializeDependencyMap=0.001598, SerializeStringAssetReferenceMap=0.000961, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009287, SerializeExports=0.608992, SerializeBulkData=0.004482, AsyncWrite=0.118788, UnaccountedTime=0.115909, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Content/StarterContent/Particles/P_Steam_Lit.uasset, AllOfLoadPackage_Duration=21.203976ms, AllOfLoadPackage_HitCount=1850, ResolveRedirectors_Duration=0.599377ms, ResolveRedirectors_HitCount=1850, CacheForCookedPlatformData_Duration=100.046013ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055391ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.058912ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.054826ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
DDCTransactionIdD746ADA14E6ACAC40198808CD249076E_24, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_624D7F9A4EB325D55B6DA1AD265C78B8_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.25-14.50.26, Duration=93.829941, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
DDCTransactionIdA86DA9404FB756DA1E109D9BB9913330_49, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_624D7F9A4EB325D55B6DA1AD265C78B8__0F48A86C73C0A2ADBFD8BC3EAA301B3BEA172CE2, StartTime=2016.05.25-14.50.26, HierarchicalDDC=, DataSize=131332, Duration=2.134353, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
DDCTransactionIdD0C8DBC741D9662C9222C6A30BC669BC_48, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_624D7F9A4EB325D55B6DA1AD265C78B8__5D7436C9B9AD21F489041DD7E97BBD094EC9183E, StartTime=2016.05.25-14.50.26, HierarchicalDDC=, DataSize=33028, Duration=2.116103, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
DDCTransactionId4C7AA261489AC9A97028289F81FC58BB_50, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_624D7F9A4EB325D55B6DA1AD265C78B8__0BFFA035D6A5804BFADC5773902E2DFD60106D86, StartTime=2016.05.25-14.50.26, HierarchicalDDC=, DataSize=8452, Duration=2.783690, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
SavePackageTransactionId9C20C11A4B5D0BE88A97BAA0995DEF85_309, Filename=E:/Computing/Unreal/Unreal Projects/GameProject 4.11/Saved/Cooked/WindowsNoEditor/FpsProject/Content/StarterContent/Particles/P_Steam_Lit.uasset, FlushAsyncLoading=0.004802, FlushStreamingFunc=0.001281, BlockTillAllRequestsFinished=0.001922, ResetLoadersForSaveUnMarkAllObjects=0.139918, TagPackageExports=0.126794, BeginCacheForCookedPlatformData=0.004165, SerializeImports=0.428405, GatherLocalizableTextData=0.003204, MarkNames=0.022091, SerializeSummary=0.013128, SerializeNames=0.092857, SerializeGatherableTextData=0.001278, BuildExportMap=0.056673, SortExportsNonSeekfree=0.104062, SortExportsSeekfreeConstructor=0.007045, SortExportsSeekfreeInner=0.766523, SortExportsSeekfree=0.001919, BuildDependencyMap=0.016652, SerializeImportMap=0.003524, SerializeExportMap=0.006083, SerializeDependencyMap=0.001922, SerializeStringAssetReferenceMap=0.000961, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007682, SerializeExports=0.092536, SerializeBulkData=0.002880, AsyncWrite=0.049628, UnaccountedTime=0.067879, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
DDCTransactionIdA86DA9404FB756DA1E109D9BB9913330_50, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_624D7F9A4EB325D55B6DA1AD265C78B8__0DE3F8354AEB60913FB93A4C14FD60D607EF9378, StartTime=2016.05.25-14.50.26, HierarchicalDDC=, DataSize=4143, Duration=1.552578, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
../../../Engine/Content/Maps/Entry.umap, AllOfLoadPackage_Duration=14.663838ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001602ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.010565ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.082929ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.039387ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.727031ms, SaveCookedPackage_HitCount=1, RunGuid=RunID96A0FA654DBB18938AE020A2A4CB53F1
